,index,wine_image,name,year,price,bodyPercent,dryOrSweet,Acidic,compareFoods,rating,about_wine
262,35,https://images.vivino.com/thumbs/MfKrAJpOR_WLt4HtBFAiPQ_pb_x600.png,"Château de la Font du Loup
Chateauneuf-du-Pape Rouge 2022",2022,$59.99,81.5186%;,39.7631%;,46.7445%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de la Font du Loup'], ['Grapes', 'Mourvedre, Cinsault, Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
263,36,https://images.vivino.com/thumbs/u0h1ah0yRgiqkqr_XgzRwQ_pb_x600.png,"Colline Saint-Jean
Vacqueyras 2015",2015,$64.99,69.408%;,47.8028%;,52.9951%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Colline Saint-Jean'], ['Grapes', 'Shiraz/Syrah, Mourvedre, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Vacqueyras'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
264,37,https://images.vivino.com/thumbs/aoi63C3eQU6D5M1cM8g-tA_pb_x600.png,"Domaine du Colombier
Hermitage Rouge 2010",2010,$179.99,85%;,69.0596%;,52.8832%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Colombier'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The rich, roasted flavors of hickory and blackberries with brambly, savage animal notes.']]"
265,38,https://images.vivino.com/thumbs/qbTo9dMeREWLWJwpjvnJbQ_pb_x600.png,"Domaine du Tunnel
Cornas 2016",2016,$89.99,82.8837%;,48.3079%;,54.2324%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Complex delicate aromas and a fresh, mouthwatering, acidity. A lovely deep colour with a ripe and spicy nose of fragrant black fruits.']]"
266,39,https://images.vivino.com/thumbs/GPrZHIP9TOiG3Ta08Tnp6A_pb_x600.png,"Paul Autard
Châteauneuf-du-Pape 1994",1994,$78.99,85%;,39.3746%;,45.5976%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Paul Autard'], ['Grapes', 'Grenache, Mourvedre, Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Ruby-red. Remarkably expressive bouquet of musky plum, cherry, lavender, rose oil and cured tobacco. Dense and chewy, with deeply concentrated cherry and dark berry flavors; exotic spice notes build with air. Finishes impressively deep and rich, with firm tannins supporting the intense cherry/berry fruit.']]"
267,41,https://images.vivino.com/thumbs/Gd7ZUhxrQqSzdXc3yk5rKw_pb_x600.png,"Pegau
Cuvée Réservée Châteauneuf-du-Pape Rouge 2021",2021,$89.99,85%;,42.4106%;,44.4954%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Pegau'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
268,42,https://images.vivino.com/thumbs/qbTo9dMeREWLWJwpjvnJbQ_pb_x600.png,"Domaine du Tunnel
Cornas 2019",2019,$89.99,82.8837%;,48.3079%;,54.2324%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Complex delicate aromas and a fresh, mouthwatering, acidity. A lovely deep colour with a ripe and spicy nose of fragrant black fruits.']]"
269,43,https://images.vivino.com/thumbs/76Niq9OARiiy_bP0p4mmBg_pb_x600.png,"Domaine de Beaurenard
Châteauneuf-du-Pape Boisrenard 2020",2020,$122.39,80.6425%;,40.3792%;,42.8809%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de Beaurenard'], ['Grapes', 'Shiraz/Syrah, Mourvedre, Cinsault, Vaccareze, Muscardin, Terret'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has character and states in its fruit (strawberries, blueberries, old boy jam) with a Relay spicy, mineral salt and look great distinction afforded to him unusual.']]"
270,44,https://images.vivino.com/thumbs/JI5vilRpT5ibJI1dF3cLeA_pb_x600.png,"Domaine Saint Préfert
Réserve Auguste Favier Châteauneuf-du-Pape 2019",2019,$83.63,83.7972%;,40.2814%;,42.8996%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Saint Préfert'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
271,45,https://images.vivino.com/thumbs/xTJ34EXHQXmpUua2myv3AQ_pb_x600.png,"Domaine de Beaurenard
Châteauneuf-du-Pape 2019",2019,$71.39,84.5972%;,41.9308%;,44.479%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de Beaurenard'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'We make highly concentrated wines of great finesse, elegance and minerality. This is the true signature and pedigree of the local soils, which makes Beaurenard wines suited to lengthy ageing. They can also be drunk young, to procure an intense, lush pleasure.']]"
272,46,https://images.vivino.com/thumbs/ZjOpZg9rQYGwr381-IVNOQ_pb_x600.png,"Domaine Saint Préfert
Domaine Isabel Ferrando Colombis Châteauneuf-du-Pape 2019",2019,$168.29,84.802%;,43.3389%;,46.4238%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Saint Préfert'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
273,47,https://images.vivino.com/thumbs/Tng0f5eNTAKPMlu83geALQ_pb_x600.png,"La Bastide Saint Dominique
Châteauneuf du Pape Rouge 2019",2019,$63.24,85%;,38.7507%;,43.2383%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'La Bastide Saint Dominique'], ['Grapes', 'Shiraz/Syrah, Mourvedre, Cinsault, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Ruby wine with purplish reflections. Very deep nose of crushed raspberries, blackcurrant liqueur and cherries. On aeration, more complexity with notes of garrigue and resin. Attack opulent and very greedy, harmonized by fleshy and elegant tannins.']]"
274,50,https://images.vivino.com/thumbs/jWjuwJakRRSCZ3D2-Bv96w_pb_x600.png,"André Brunel
Les Cailloux Cuvée Centenaire Châteauneuf-du-Pape 2019",2019,$299,81.3608%;,40.7594%;,44.0232%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'André Brunel'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A rich and expressive nose: blackcurrants, blackberries.Powerful and roundness in the mouth. an impressively long finish in the mouth, the tannins are perfectly mellow. There are dominant aromas of undergrowth and leather.']]"
275,52,https://images.vivino.com/thumbs/MIx2hmkKSlqdh335HJg_aQ_pb_x600.png,"E. Guigal
Château d'Ampuis Côte-Rôtie 2016",2016,$317,73.0045%;,66.6602%;,64.9365%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Deep dark colour with mauve tints. On the nose spices, black fruits and delicate oak aromas. A dense, expressive and intense nose with aromas of prunes, blackberry and vanilla. A tannic and racy wine on the palate.']]"
276,53,https://images.vivino.com/thumbs/uUi_lxNtQLeNjbNCF2tRiQ_pb_x600.png,"Famille Perrin
Châteauneuf-du-Pape Les Sinards Rouge 2020",2020,$56.97,83.866%;,37.5741%;,43.9064%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Famille Perrin'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'Dress a beautiful deep ruby.Intense black and red fruits, spices and pepper.Soft and fresh with fine tannins and tight with a nice finish on cherry.']]"
277,54,https://images.vivino.com/thumbs/GEUUOmziQaiiVO5_soty5A_pb_x600.png,"Domaine Philippe et Vincent Jaboulet
Ermitage Rouge 2011",2011,$119.99,83.3351%;,66.7183%;,52.554%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Philippe et Vincent Jaboulet'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites'], ['Wine description', ""This wine has a dark ruby colour, an aroma of red fruits, wild flowers evolving into nutty fruits and leather with age. The taste can be a bit harsh in it's youth, but the softness and roundness evolve with age.""]]"
278,55,https://images.vivino.com/thumbs/1f2GpOhrQdO5s0f674OcuQ_pb_x600.png,"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2021",2021,$199.99,67.8623%;,46.4855%;,48.5072%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
279,56,https://images.vivino.com/thumbs/0MxywEm5RJmdu5HTDksfWQ_pb_x600.png,"Domaine Charité
La Fleur de Capucine Châteauneuf-du-Pape 2018",2018,$56.99,85%;,41.9038%;,38.2405%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Charité'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
280,57,https://images.vivino.com/thumbs/3e9Rj9M4TIakMBY95jUKAg_pb_x600.png,"Jean-Luc Colombo
Châteauneuf-du-Pape Les Bartavelles 2016",2016,$58.33,85%;,38.9989%;,45.1588%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Jean-Luc Colombo'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
281,58,https://images.vivino.com/thumbs/dLkYWHWhRLaJIja23ZxSJw_pb_x600.png,"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2020",2020,$129.99,78.2383%;,39.6449%;,45.4603%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Grenache, Mourvedre, Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]"
282,60,https://images.vivino.com/thumbs/D1_hVlArR124B8QY63dBlg_pb_x600.png,"Domaine du Coulet - Matthieu Barret
Brise Cailloux Cornas 2020",2020,$72,85%;,51.88%;,56.6946%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Coulet - Matthieu Barret'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]"
283,61,https://images.vivino.com/thumbs/ySFzLweQR6isiv5HeXArAQ_pb_x600.png,"Château de Nalys
Châteauneuf-du-Pape Rouge 2019",2019,$129.99,83.6389%;,38.808%;,44.7517%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Nalys'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Beautiful freshness in the mouth with gourmet. Aromas of Cherry, raspberry. Appetizing roundness and good aromatic persistence. The good general balance and the silky tannins will bring finesse and sweetness to all the stages of the evolution of this wine.']]"
284,62,https://images.vivino.com/thumbs/C6O0tnELQrCKTeROVQa--g_pb_x600.png,"Domaine du Vieux Télégraphe
Télégramme Châteauneuf-du-Pape 2021",2021,$57.65,82.0464%;,40.35%;,47.0839%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine du Vieux Télégraphe'], ['Grapes', 'Garnacha'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
285,63,https://images.vivino.com/thumbs/1f2GpOhrQdO5s0f674OcuQ_pb_x600.png,"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2020",2020,$199.99,67.8623%;,46.4855%;,48.5072%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
