,index,wine_image,name,year,price,bodyPercent,dryOrSweet,Acidic,compareFoods,rating,about_wine
231,18,https://images.vivino.com/thumbs/wGycyCZFRZmMhDLorKm7sg_pb_x600.png,"Delas
Haute Pierre Châteauneuf-du-Pape 2019",2019,$58.95,83.8763%;,40.4701%;,46.5973%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Delas'], ['Grapes', '100% Viognier'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'To the eye, the dress is dark garnet. ', 'The nose, the vintage ""Haute Pierre"" is marked by intense aromas of spices developing a powerful and opulent material with fine tannins and tight. ', ""Grasse and concentrated mouth s' ends with intense liquorice aromas.""]]"
232,23,https://images.vivino.com/thumbs/sv1XOlCRTQyZylGhexlfcw_pb_x600.png,"Xavier Vignon
Châteauneuf-du-Pape 2019",2019,$57.74,84.7149%;,41.1917%;,46.3796%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Xavier Vignon'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
233,1,https://images.vivino.com/thumbs/jbLFYZKuRTesnnshVZhJbg_pb_x600.png,"Domaine du Tunnel
Vin Noir Cornas 2020",2020,$104.99,85%;,53.3501%;,55.3863%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Blackberry and floral aromas characterize the nose. Full-bodied and dense on the palate, with tightly wound dark plums, other dark fruit flavors, and grippy tannins.']]"
234,2,https://images.vivino.com/thumbs/9Vok8JChQa2Zfud_H6zrxA_pb_x600.png,"Berthet-Rayne
Cuvée Cadiac Châteauneuf-du-Pape 2017",2017,$69.29,76.0596%;,44.6026%;,39.8427%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Berthet-Rayne'], ['Grapes', 'Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
235,3,https://images.vivino.com/thumbs/BS0FkuGZQbmTNs6R4EODhQ_pb_x600.png,"St Patrice
Vieilles Vignes Châteauneuf-du-Pape 2016",2016,$89.24,82.983%;,38.017%;,41.2173%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'St Patrice'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
236,4,https://images.vivino.com/thumbs/zmYrIL4YTCmlFXhqBCxI6Q_pb_x600.png,"Domaine de la Charbonnière
Châteauneuf-du-Pape 2020",2020,$51.44,85%;,40.024%;,44.3628%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Charbonnière'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The 2010 Chateauneuf du Pape is both a strong effort and a terrific value. Its dark ruby/purple color is followed by lots of loamy soil, underbrush, forest floor, kirsch, licorice and roasted meat characteris- tics. Fullbodied and layered, the wine builds incrementally in the mouth exhibiting considerable purity, length and texture. It should drink nicely for 10-15 years.']]"
237,5,https://images.vivino.com/thumbs/FMAmwF-XSAu8ZhhXTVIrww_pb_x600.png,"Maison Denuziere
Cornas 2018",2018,$61.94,78.4981%;,54.8404%;,58.1484%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Maison Denuziere'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]"
238,1,https://images.vivino.com/thumbs/VsZYYzPwRaa-CId23RbwPQ_pb_x600.png,"Bosquet des Papes
Châteauneuf-du-Pape (Cuvée Tradition) 2021",2021,$52.49,85%;,40.9902%;,45.4807%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Bosquet des Papes'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'This wine has a nice purple colour with shiny highlights. On the nose, this Châteauneuf-du-Pape spreads aromas of little red berries. It has a sweeping silky smooth mouth.']]"
239,3,https://images.vivino.com/thumbs/qbTo9dMeREWLWJwpjvnJbQ_pb_x600.png,"Domaine du Tunnel
Cornas 2020",2020,$174.29,82.8837%;,48.3079%;,54.2324%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Complex delicate aromas and a fresh, mouthwatering, acidity. A lovely deep colour with a ripe and spicy nose of fragrant black fruits.']]"
240,7,https://images.vivino.com/thumbs/3mwbQON4QSeSERnQcxfRAg_pb_x600.png,"Yves Cuilleron
Cornas Le Village 2020",2020,$148.04,80.1973%;,48.6438%;,57.2548%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Yves Cuilleron'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Flattering and expressive wine, mix of red and ripe black fruits, flowers, sweet notes of peony, and ink. Round attack and charming, full and fleshy evolution, length and épicée.viande beautiful fresh red beef, duck .. Ostrich medallions with shallots, crispy vegetables with herbs.']]"
241,8,https://images.vivino.com/thumbs/sy3S9uLeTxqL66PCSIbK_w_pb_x600.png,"Domaine Faury
Côte-Rôtie 2020",2020,$73.49,74.9282%;,67.2886%;,61.4807%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Faury'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]"
242,9,https://images.vivino.com/thumbs/vNCq8IqITcyhK9GLc1PpYA_pb_x600.png,"Clos du Caillou
Châteauneuf-du-Pape Les Safres 2020",2020,$71.39,85%;,39.8505%;,45.3418%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Clos du Caillou'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'This wine presents an attractive deep red dress with blood reflections. The nose is on gingerbread aromas, associated with red berries and with licorice. The mouth is fresh, on plum jam/ figs aromas, associated to cherries and raspberries, with spices mark, black pepper', 'and Indian curry. This wine has a long final.']]"
243,11,https://images.vivino.com/thumbs/-BQAgwXiSQ6vHgWR5N5mCQ_pb_x600.png,"André Brunel
Châteauneuf-du-Pape 2020",2020,$68.24,84.3561%;,37.44%;,42.4315%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'André Brunel'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]"
244,12,https://images.vivino.com/thumbs/eCLUmss6RgaSR2FSqUlRsw_pb_x600.png,"Berthet-Rayne
Châteauneuf-du-Pape Rouge 2021",2021,$56.69,84.947%;,38.2025%;,43.0806%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Berthet-Rayne'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A dark ruby/purple color, full body and rich, concentrated notes of black cherries and cassis. The powerful young fruit acquire rich, toasty flavors which develop into a wine of considerable finesse and elegance.']]"
245,13,https://images.vivino.com/thumbs/etdqEsYoR2KsCqvJv-yj_A_pb_x600.png,"André Brunel
Les Cailloux Châteauneuf-du-Pape 2020",2020,$66.14,83.6445%;,40.2005%;,44.9477%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'André Brunel'], ['Grapes', 'Garnacha, Shiraz/Syrah, Cinsault, Monastrell'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'A great taste of red fruits, leather and undergrowth. The tannins are harmonious and elegant. Long finish in the mouth allowing for even more complex aromas of undergrowth, leather. The wine allies strength and elegance, complexity of secondary aromas while keeping a fruity freshness.']]"
246,14,https://images.vivino.com/thumbs/wzCLh2FiSD6gAQAT6Rlr3A_pb_x600.png,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2020",2020,$62.95,85%;,42.4578%;,42.878%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Alain Jaume'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Deep and brilliant, purple-red colour. An exciting nose with aromas of black fruit such as blackcurrant and cherry spices and vanilla. This great aromatic complexity is found on the palate : the spices and ripe fruit appear with an elegant woodiness and harmonious tannins. The finish has good aromatic length and introduces a touch of liquorice and pepper.']]"
247,15,https://images.vivino.com/thumbs/X4mp_86CSNG5svOUc7MW3w_pb_x600.png,"Château de Saint Cosme
Saint Cosme Châteauneuf-du-Pape 2021",2021,$71.39,85%;,44.249%;,46.298%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
248,16,https://images.vivino.com/thumbs/zpUr7mxiSa2c8r4MEL2fKg_pb_x600.png,"Château de Nalys
Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2019",2019,$69.29,82.5473%;,41.01%;,48.5808%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Nalys'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault, Muscardin'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
249,17,https://images.vivino.com/thumbs/4W8UagTSS1mOapQ0ny8H-Q_pb_x600.png,"Franck Balthazar
Cornas 'Chaillot' 2020",2020,$162.74,84.7431%;,51.7994%;,55.6347%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Franck Balthazar'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites']]"
250,19,https://images.vivino.com/thumbs/jpLsk7nXSqChAmMWPPNrjA_pb_x600.png,"Franck Balthazar
Cornas Cuvée Casimir Balthazar 2020",2020,$109.19,85%;,52.4563%;,53.479%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Franck Balthazar'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]"
251,20,https://images.vivino.com/thumbs/dsF8S3ECQVKrmlAY8AJLRA_pb_x600.png,"Domaine du Tunnel
Saint-Joseph 2019",2019,$133.34,74.609%;,48.2865%;,55.3515%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A very deep, inky red with rustic, meaty, earthy scents on the nose along with a streak of violets and ripe, red fruit. The palate, mirroring the nose, is suggestive of violets and bright fruit but also something earthy and meaty. Beautifully balanced with brisk acidity, seductive fruit, and prominent but delicate tannins.']]"
252,21,https://images.vivino.com/thumbs/9mrDRcIlR_eBCFuzofjHcA_pb_x600.png,"Yves Cuilleron
Saint-Joseph Cavanos 2020",2020,$93.44,72.3132%;,47.7419%;,57.9064%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Yves Cuilleron'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has nose of intense red and black fruits, cherries and blackcurrant, delicate notes of noble wood essence make this wine complex but delicate. The palate has a beautiful balance, the texture is velvety and the purity of the soil gives a beautiful elegance.']]"
253,22,https://images.vivino.com/thumbs/9qIcbdLXSHSUVgI_nXhNtQ_pb_x600.png,"Domaine de la Mordorée
La Dame Voyageuse Châteauneuf-du-Pape 2021",2021,$94.99,82.1956%;,42.2083%;,47.3649%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Mordorée'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]"
254,26,https://images.vivino.com/thumbs/Vht7jCPnT6awORvBHxdwzA_pb_x600.png,"E. Guigal
Côte-Rôtie Brune & Blonde de Guigal 2020",2020,$104.99,73.3237%;,66.2092%;,64.4942%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Dark ruby red in colour. On the nose spices, red berries and delicate oak aromas. On the palate a wine with round and soft tannins. Harmony between an imperceptible acidity, tannins giving it a good watch but softened by a long oak aging.']]"
255,27,https://images.vivino.com/thumbs/jbLFYZKuRTesnnshVZhJbg_pb_x600.png,"Domaine du Tunnel
Vin Noir Cornas 2019",2019,$100.79,85%;,53.3501%;,55.3863%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Blackberry and floral aromas characterize the nose. Full-bodied and dense on the palate, with tightly wound dark plums, other dark fruit flavors, and grippy tannins.']]"
256,28,https://images.vivino.com/thumbs/dGoZDV7TSB2YpcWidGru9Q_pb_x600.png,"E. Guigal
Hermitage 2020",2020,$104.99,84.1013%;,68.6774%;,55.108%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'E. Guigal'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Visual : Very deep color, ruby red with violet highlights.', 'Nose : Spices, red berries and delicate oak aromas.', 'Taste Wine tannic and massive. Aromas of blackcurrant and vanilla. The finish is spicy and liquorice.', 'Ensemble : This wine is an example of an elegant wine but who knows stay seducer. It is a wine for laying down.']]"
257,30,https://images.vivino.com/thumbs/MqtJpyvNSzaESGbvoUy4mg_pb_x600.png,"Domaine de la Janasse
Châteauneuf-du-Pape Vieilles Vignes 2021",2021,$115.49,85%;,42.0881%;,44.0526%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Janasse'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'The color is dark with purple reflections. The nose has discreet aromas of crushed black fruits and garrigue.']]"
258,31,https://images.vivino.com/thumbs/H5WlD6FaQcCzIZa8RfVrcA_pb_x600.png,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape 2021",2021,$52.49,80.7265%;,37.2329%;,43.6808%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Solitude - Famille Lancon'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Full bodied, rich textured and soft at the same time able to change according to the vintage from sweet black fruits, red fruits, exotic fruits, kirsch, ripe plum mixed with spice notes, leather and smoked: a rich style with mouth finals long and heady.']]"
259,32,https://images.vivino.com/thumbs/TYlqobAMTqyTGt8QanYmcQ_pb_x600.png,"Yves Cuilleron
Côte-Rôtie Madinière 2020",2020,$98.69,69.5897%;,64.1831%;,66.1531%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Yves Cuilleron'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Greedy and expressive wine. Basket of red and black fruit picked ripe, smoky notes related to shale wood and some spices (clove). Ample and balanced palate, velvety texture of tannins, roundness of the fruit, length of freshness.Red meat , duck confit Parmentier, potatoes, Jerusalem artichokes and truffles.']]"
260,33,https://images.vivino.com/thumbs/QIGsCaETRm2sWgn3_VdmAQ_pb_x600.png,"Marc Sorrel
Hermitage 2015",2015,$239.99,77.8998%;,67.4108%;,54.6822%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Marc Sorrel'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]"
261,34,https://images.vivino.com/thumbs/QTp1NgZ4QmOzHqPwQRxFQA_pb_x600.png,"Jean Baptiste Souillard
Cornas Saint-Pierre 2015",2015,$109.99,85%;,55.2908%;,51.864%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Jean Baptiste Souillard'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites']]"
